,0
4144,Looking for fun? SNAPCHAT : LilyButle18 #snapchat #kikmenow #amateur #kikmeboys #seduce #hannibal #kiksexting :( http://t.co/y8RcKiqSZ3
4145,when ed sheeran is preforming in your country tonight and ur not going :(
4146,@Uber_Mumbai Cannot seem to get one in Powai! :(
4147,My neighbor doesn't let me sleep :-(
4148,@The_Lie_Lama back to Delhi :(
4149,@ButtCupboard my feet were cold!!!! and there was no point in taking the socks off okay stop :(
4150,i can't belieb it's raining :(
4151,Since models own stopped stocking at boots I can't get any and I can't even order online because it's telling me it's unsafe :(
4152,@crushinghes the summer holidays are great but I'm so bored already :(
4153,@X2raw_evicted Oh. I was planning on streaming Halo on Xbox One today.  :(
4154,"Drop Dead Fred use to be my favorite movie 
I wish I had it :-("
4155,remember was #2 on gaon and bad was #6 but infnt are eligible and apink are not :(((( acube why'd u do this
4156,So sad every time apink has an event .. Don't understand Korean  :( 😭😭
4157,@iamcharleigh_ :( have fun
4158,Bullshit......:((
4159,"@Taylan247 :( - Do you know what happens to the internet light when the connection drops? Thanks, Kei."
4160,@Nigguhjoee @Kvndrewhdz @xEnigma93 I wish I could hear food :(
4161,@HanaaGhzlli hanaaaa its your birthday???? ya Allah sorry for not wishing you in the van jn i tak tau :( happy birthday gorgeous!
4162,@redlipshoran @JacobWhitesides omg really? I'm sorry babe :(((
4163,@tallertara what happened soul sis? :(
4164,And faith :(
4165,What was the last present you received? — haha. basta. :( http://t.co/xhdfobhn8N
4166,Went to bed with headache...woke up with headache :(
4167,Snapchat me guys : JasminGarrick #snapchat #kiksexting #chat #sexting #addme #mpoints #hotmusicdelocos :( http://t.co/xXfTQWzhAI
4168,Relation full of lies :(
4169,aw fuck there's a dress bag on the floor. dammit that's really loud :(
4170,"Dhis👉 @AhmedMarzooq blocked my twitter :( thank you for the good time 😢 I play 8ball,  FAKMAREY,"
4171,@LaEtchi unfortunately yours smells like doo doo :(
4172,I wanna go to six flags :(
4173,@Sam_Ardi sorry :(
4174,Shopping isn't fun when you're on your own :(
4175,I miss cat :(
4176,@bbgurrll i miss you too :(
4177,"I would like to be able to work full time on this stuff, but after this move, I'm having to consider taking on a fulltime job. :("
4178,@izzsugden yeah I've seen something about tinder on fb!! I was rooting for them :( but the other woman is frustrating me being so awkward!
4179,"No food in the kitchen, no money in my wallet (thanks Barcelona) and my dad hasn't been home in a month so no beet juice either :("
4180,"DCI today, now I wish I was going :-("
4181,@TrevvyM114 At work and freezing :(
4182,"Srsly, Y U do that? :((  https://t.co/g0r01GGj2b"
4183,Hate seeing my granddad like this :(
4184,@cessyybells sorry pre :(
4185,@voxcinemas I want the minion bucket please :( it wasn't there yesterday! :(
4186,"All is fair in love and war kapan update :(

Oh ya udah dihapus. Hilang dari muka bumi.

I want to read it once more someone give me link 😢"
4187,@tiaramescudi girl that was so quick too :(
4188,"so many nasty, narrow minded people :("
4189,i want this in my room :-( http://t.co/alpqbVixcP
4190,Because your friend does not respect your life :-( I'm sorry  https://t.co/ApJ18ZWK0x
4191,@CollagenShots Sadly not :( @Fighting_Fifty @AmazingPRltd @Janettaras @Gracefodor @NikkiTMB @rozhubley
4192,Sucks how I'm Gona miss Chellos party :(
4193,"@RCDeportivo hello, any info about possible interest in Jonathas ?? He is close to join Betis :("
4194,@LizaNMinnelli i can't watch it on my phone. Sorry :( thank you still &lt;3
4195,The taxi driver thought me and Sophie worked for Nintendo and took us into the gates :( the security guards gave us the dirtiest looks haha
4196,@1994sdork omg :-(( I LOVE YOU SO MUCH MONICA SEE YOU SOON AAAHHH !!!
4197,:((( (at Crepes 40) — https://t.co/bazEmHlhYL
4198,@captaintn @JAYBUMAOMGY @satgotlloco @longlivesamd don't kick my bae :((
4199,@JoWaltham haha. Sounds like you’re having fun and games :(
4200,@justinbieber you don't follow me :(
4201,school is on monday but i don't wanna meet new people :(
4202,@exhaustcd BUT... I HAVENT FINISHED YET :(
4203,@bbomiyeh No. U forsaken me and ran off with the other gf. :(
4204,Kanin please :( xD
4205,Can not get on #hypixel :( want to record grrrr #thestruggleisreal #geek #gamer #gamers #youtube
4206,@EdmundMcMillenn I want afterbirth now :(
4207,this is a bummer :( apink's digital + physical sales have been super great but bc of the timing of the album release they aren't up to win?
4208,OverPerhatian:(:(
4209,this is so sad :((((((((
4210,@GarryBrown75 That's awful :( My son missed his physics exam because he had chicken pox and they gave him a predicted grade. Poor girl.
4211,"but srsly tho, bae looks so out of it :(((("
4212,@Cr4sh0v3rr1de Ahm...I've never been to London...nor on a holiday outside of Ireland in nearly 8 years :( Never got the chance/cash to go
4213,please follow me :( @JackJackJohnson
4214,@fivedorkz why omg :-(
4215,5am &amp; I'm up wit ha damn headache :(
4216,I had a dream that I met Karlie Kloss &amp; she was so so sweet &amp; she wanted to take like a bunch of goofy photos with me. :(
4217,i didn't realize it was 3 am i was watching concert videos and pcd is extremely hard rn :(
4218,"@matthaig1 SORRY if I antagonised you with this. But she calls herself a writer. And has had several polite nudges, too... :("
4219,@helter_skeleton I haven't delved into it enough but what I have seen and heard is fucking horrendous. :(
4220,@luke_brooks follow me :(
4221,@AdaptsTheGod but duo we both dropped double digits :( TWICE
4222,@DaShawnBullfrog @PapaHogieBear I just got here :( come!!!'
4223,THEYRE SO CUTE I WISH I KNEW WHAT THEY WERE SAYING :( http://t.co/Vr3ICTaFIS
4224,I care :( http://t.co/Oe5ID3cJIR
4225,@Jenna_Marbles I wish I could've met you :(
4226,My grandad really isn't well :( I worry so much about him!
4227,@ayyedolans DO U HAVE GRAY'S FOLLOWK?!! OMG ITS TOO HARD these DAYS U KNOW :(:(
4228,@nighteyeslrh and idk what to do bc we have no money if we leave :-(
4229,"@KyuminpuVELF a lot of people suggest, but they still aren't :(!"
4230,@justinbieber follback me pls :(
4231,@BroderickDamien you have to get a pace maker? oh no! :(
4232,@isalouise2012 ah mince :(
4233,@scdesc Molly deserved a much higher place :(
4234,I'm so hungry :((
4235,all i wanna do is have a good time with no one hitting on me or dating me is that too much to ask for :(
4236,Feeling very sucky w this running nose cough sore throat and fever :-(
4237,@flirtyoakley same i hate hot weather :( its my graduation ceremony later and all the boys are gonna wear suits everyones going to die
4238,"@AlexaBailon ""let's go to a party....in our pants "" ew :( gross"
4239,someone has niall layouts to give me? :(
4240,"hey christine, why so moody? :("
4241,@bluexxdream i miss you :(
4242,THROWBACKS :( http://t.co/WEbrI8gAgM
4243,@jesuskylie @tothebeyhive thats not a good enough of a reason :( please dont leave youre one of my fav barbs
4244,"@LewissCharles Cooper, but I'm not convinced. Neither of your 2 please! I'm more concerned with Creasy winning Deputy - but she won't :("
4245,@3nymph some taste so bad though :(
4246,i was joking only man :(((((
4247,"I never removed the Minion from my car and now after 23 days it has run out of batteries! I have no ""Banana's"" :("
4248,@CurlyxStyls i want a sponsor but my acc is new so i don't have even 1k :(
4249,What if I told u guys its my bday today ? :( all gift I want is $5 paypal
4250,goodbye stage already :-(
4251,@pixiesuga shit idk what time it is for me :((
4252,today was tiring :-((
4253,@ughponcong pretty :(
4254,:((((( matt
4255,"@DEPORSEMPRE1 hello, any info about possible interest of Jonathas ?? He is close to join Betis :( saludos"
4256,hey someone text me :((
4257,Another dissapointed review :( http://t.co/HlnZzdW0Tz #bbloggers #makeup #beauty @BBlogRT @BBloggersUnite @FemaleBloggerRT
4258,😫 &lt;-- this has to be the face every guy pull when getting head but can feel your bae's teeth in his dick :(
4259,Ahhhhh well :(
4260,i wanna see paper towns w/ @milesfloresss :(
4261,where can i get long lasting black pumps :(
4262,@jaydebose omfg it's the most beautiful place ever I miss it so much :(
4263,Hate pimples :(
4264,it's almost 12 but i'm so tired :(
4265,@latersbby honey &amp; brown sugar is only good for ur lips :/ but the amount of stuff I used on my face that I could've used on food instead :(
4266,@shagotpm ikr hais why would someone sell that precious thing? :((
4267,I'm so tired :( I haven't got a good sleep in a while
4268,@ZhenJie3007 yea man... Suppose to football tdy man but plan fail :(
4269,Please god I don't wanna go to work :(
4270,@gracioussam I kinda miss Pamela and good!Anna :(
4271,"@norm Can we please be woes? I can't run through the six with you, though, as I live in Mexico :("
4272,@Charlotte_Solom idk if I can because I'm getting a mini bus there so idk what time I'm going to get there :(
4273,"@harriep Hi Harry, sorry :( We're working on a mast in the area. This can cause intermittent service until the work has been completed."
4274,Looking for fun? SNAPCHAT - JannieCam #snapchat #kikme #webcam #snapchatme #kikhorny #musicbiz #hotmusicdelocos :( http://t.co/8aOe100cdC
4275,@KirkHerbstreit Braxton should have gone pro! :(  I feel bad for him.  Urban is unprecedented in brainwashing (see Tebow and Alex Smith)
4276,@dxniellacueto wat. Okaaay huhu :(( sayanggggggggg did you find yah phone?
4277,"1. Taxi Service
2. Second Scheduled Blog Post
3. HOUSEWORK OR BUST :("
4278,My mum says she's done &amp; that she's leaving my step dad :-(
4279,I want to go to Disneyland so badly :-(
4280,BC OF THE 'THOMAS' NOT BEING TOMMYY :(( https://t.co/pYbIISPopv
4281,@LouiseMillerx @RedShoes4Life @x_Kisaragi @DayveHallam Billy did. I haven't... :(
4282,I fancy Kevin Clifton from strictly come dancing so much but he's now married :( whyyyyy
4283,NSC and MAT 0 tomorrow :(
4284,@denissely Awhh i didn't see you guys or i would've rammed my car into you :(
4285,@bandq_help that's ok :( is there any reason why the vouchers can't be used online??
4286,KIK me : smadvow544 #kik #kikgirl #lgbt #photo #model #free #hottie :( http://t.co/Rzo9DqAXei
4287,@halle182 everyone's at work I can't even get to yours :(
4288,@quidco @TPOuk would love to see acdc..missed out on tickets :(
4289,@Lungi_jobe :( akere ive been sending ka my gmail and u not getting :(
4290,It's their last stage today :( I'm going to miss them seeing them almost everyday
4291,"""@Boy_Hugots: Never give up. The best things take time."" weh :("
4292,GUYS add my KIK - sprevelink633 #kik #hornykik #chat #porno #orgasm #free #webcamsex :( http://t.co/ZepUgc5yJ3
4293,@xsushie why you're now lana? :(
4294,Missed 11:11 :( btw my wish was for @carterreynolds to follow me♥ #LoveYouTillTheEndCarter ☺
4295,"@Shonette @HartsBakery Aw that sounds great, better than what i  have for lunch :("
4296,"I want to play the SFV!!!
Capcom plz :("
4297,"Tips ONLINE!
6/7 WINNERS yesterday!
Just 1 goal off a nice 20/1 :(
Hopefully a similar strike rate today!
http://t.co/lJEB3EPZVt"
4298,@phenomyoutube u probs had more fun with david than me : (
4299,Soooo burnt.... :-(
4300,need new phone :(
4301,Missing my tito daddy :(
4302,when will rosie and hayoung shut up :(
4303,I just want the Ram and NLB :-(
4304,@KyraaVazquez @geneanex HAHAHAH holy shit!!! Comforting why? :(
4305,"@OhHeyItsAJ How could you be flat and have abs at the same time... @_@ 
Gym tayo G!! :((("
4306,@RohYB_ @Glanny_ @_wattie yeah :(
4307,First two days of Katies summer and she's been back and forth to the doctor with suspect meningitis and viral tonsillitis :( poorly girl 😷
4308,I wanna go to the movies today but no one is down :(
4309,I want to watch Paper towns :-(
4310,@katiejosephx I've had no reply yet :(( !! But ange has given me some work for the next 3 weeks 😝 x
4311,@cmoan3 don't say that :-(
4312,Babyy :((( http://t.co/WX0gjCms9t
4313,@Cath_Kidston they dont have it either :( I will just have to have ugly cushions for a little while longer. thanks for your help.
4314,@JayMcGuiness happy birthday again! And please come back to singapore :-( 😿💓💓💕😚😚😚😚😚❤️❤️❤️❤️❤️ http://t.co/5LIiqJqpBt
4315,@APluckyHeroine @Mrsnige no. They have to weigh up risks. Premiums will go up. :( A lot of money.1 reason I'm not that keen on getting a dog
4316,@PexDesigns @TheAnimeBible I know that feel man :(
4317,@Wolf_Stack yeah by the looks of it :(
4318,"@walls @UberUK @cornettouk I can't see where it says ""ice cream"" on the uber app :( what do I do after setting my location?"
4319,@BenJPierce I wish I could see you Ben :(
4320,@kennyfairley @kevrobbo27 i don't think we will ever win the Petrofac Cup :-( ;-)
4321,15 Days ago Danny took my wig and put it onto mark's head I want to go back there @thescript @TheScript_Danny :( ♥ https://t.co/9ojA3FPxKF
4322,"This&gt;@AnaMyID a pathetic emotional burden.Says she likes me, cares about me, hugs me, respects me, tolerates me! &amp; calls me names too! :-("
4323,is allergic to cats... itchy throat. :(
4324,@sxnflame I don't like dogs :(
4325,"Man right now, I wish someone would bring me food to my office. I'm starving. :("
4326,@VyenAngel gosh its cheaper in malaysia :( here its worth 130 +shipping
4327,the weather is set for more sleep but responsibilities. :-(
4328,i think someone hacked my other acc :(
4329,Guys nooooo :-( what a WOW!!!!! Wow wow wow
4330,"This boy was snapchattimg me and I was happy bc friends then he ruined it when he said ""you wanna have fun😏😏"" :(("
4331,@sambirmingham2 I couldn't!! I look 12 still :((
4332,@lemoncandykiss tbh I forget who is the donation manager in Sin &amp; due to my hp corrupted did a restore all my data lost lor :(
4333,@Juandicimo23 it's the worst pain :(
4334,@ladyliaaxoxo but never dedicating anything to me :( smh lol
4335,Irene unnie bite her fingers and worriedly stared at staff :( ~it's okay unnie
4336,I feel so sick :((((((
4337,@deano042 @RealKrisTravis WHAT :(
4338,GUYS add my KIK - toneady46532 #kik #kikmeboys #wife #porno #snapdirty #premiostumundo #sheskindahot :( http://t.co/Swy2jBs8SC
4339,Omfg the hugging corpses :(((((
4340,@MynameisQin @ManiiFanii #taeny #fyeah the link is broken :(
4341,"@DeEstrellados hello, any info about possible interest of Jonathas ?? Hes close to Betis :("
4342,I CANT WATCH TONIGHTS ANDROMEDA :(((
4343,"@yuniizu LA time, right? Yes yunnie, im serious :((("
4344,Why do developers release good games during school?? :(
4345,"@djdarrenjones Thank you! I feel awful, not been this sick for a long time :("
4346,"@cloudljp THERE WERE A LOT OF WRITINGS OF THE BOYS IN MY SECTION WHDJWKSJA IDK THAT ZIAM WRITING STILL FUCKS ME UP

i go to a 100k school :("
